player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins,kdr,impact_score,survival_rate,assist_contribution,opening_duel_win_rate,consistency_score,performance_index,performance_encoded,performance_category
Blostx,GamerLegion,Sweden,483,11109,9505.0,6055,1045,58.4,0.86,0.55,0.09,88.1,1.25,55,39,16,1.5698,0.5126,0.4549,0.0947,0.5851,0.2118,0.7892,2,High
xionzy,Imperial,Kazakhstan,138,3036,1764.0,2041,380,51.7,0.58,0.67,0.13,63.6,0.77,20,20,1,0.8643,0.3715,0.3277,0.1831,0.5,0.263,0.265,0,Low
brostx,NIP,United States,180,5040,2704.0,3136,625,36.2,0.54,0.62,0.12,63.9,0.88,13,29,3,0.8622,0.3484,0.3778,0.1818,0.3095,0.5777,0.2244,0,Low
shunous,TYLOO,Estonia,229,6183,3315.0,3997,708,28.0,0.54,0.65,0.11,73.0,0.94,28,34,7,0.8294,0.3782,0.3536,0.1692,0.4516,0.7769,0.229,0,Low
grops9,Vitality,United States,171,4617,3671.0,2650,553,51.6,0.8,0.57,0.12,85.4,1.34,19,18,16,1.3853,0.4956,0.426,0.1304,0.5135,0.0,0.7572,2,High
triska,TYLOO,Estonia,344,8944,5609.0,5973,1745,41.7,0.63,0.67,0.2,71.2,1.02,22,34,11,0.9391,0.3852,0.3322,0.241,0.3929,0.9227,0.3708,1,Medium
Swongie,Vitality,France,194,5044,2544.0,3587,425,53.4,0.5,0.71,0.08,61.0,0.87,14,25,7,0.7092,0.3245,0.2889,0.1379,0.359,0.5466,0.2677,0,Low
druno9,Fnatic,Bosnia,221,5304,3121.0,3728,577,44.9,0.59,0.7,0.11,71.7,0.88,21,19,6,0.8372,0.3782,0.2971,0.1571,0.525,0.5777,0.2887,0,Low
Frulfx,Eternal Fire,Canada,321,8346,5407.0,5266,1281,43.8,0.65,0.63,0.15,77.3,1.01,23,27,14,1.0268,0.4111,0.369,0.1875,0.46,0.961,0.4108,1,Medium
flongy,Navi,Germany,366,10614,8068.0,5915,1507,61.9,0.76,0.56,0.14,98.1,1.23,56,27,10,1.364,0.5105,0.4427,0.1556,0.6747,0.263,0.7597,2,High
Swinkzy,MIBR,Poland,226,5424,3432.0,3297,970,52.2,0.63,0.61,0.18,63.8,0.95,15,23,14,1.0409,0.3815,0.3921,0.2222,0.3947,0.8123,0.4042,1,Medium
Drerger,G2,Kazakhstan,474,12798,9810.625,7557,1474,54.2,0.83,0.59,0.12,81.3,1.22,62,42,42,1.2982,0.4986,0.4095,0.1263,0.5962,0.2893,0.6926,2,High
xoltie,MIBR,Mongolia,380,7600,4319.0,5289,616,38.1,0.57,0.7,0.08,62.7,0.87,49,65,8,0.8166,0.3618,0.3041,0.1231,0.4298,0.5466,0.231,0,Low
skarna,Lynn Vision,Netherlands,207,4554,3281.0,2622,556,44.9,0.72,0.58,0.12,82.8,0.9,15,16,13,1.2513,0.4511,0.4242,0.1429,0.4839,0.6417,0.4248,1,Medium
frolt9,OG,Turkey,361,8664,4915.0,6060,1387,50.0,0.57,0.7,0.16,64.7,0.9,63,46,18,0.8111,0.3815,0.3006,0.2192,0.578,0.6417,0.325,1,Medium
flops9,MOUZ,Bosnia,359,8257,5594.0,5345,902,44.5,0.68,0.65,0.11,72.5,0.96,36,26,19,1.0466,0.417,0.3527,0.1392,0.5806,0.8484,0.395,1,Medium
nenty,Lynn Vision,Finland,421,10946,7974.0,7869,1435,46.2,0.73,0.72,0.13,70.0,1.0,15,38,21,1.0133,0.4034,0.2811,0.1512,0.283,1.0,0.4103,1,Medium
shadez,FaZe,Netherlands,167,4509,2923.0,3117,716,37.8,0.65,0.69,0.16,58.6,0.89,16,12,9,0.9378,0.3752,0.3087,0.1975,0.5714,0.6094,0.2712,0,Low
Crumex,TYLOO,France,188,4700,2844.0,3566,444,37.2,0.61,0.76,0.09,64.1,0.89,18,14,11,0.7975,0.3679,0.2413,0.1286,0.5625,0.6094,0.2382,0,Low
gryreus,SAW,Germany,190,4560,2911.0,2697,681,45.7,0.64,0.59,0.15,58.5,0.98,15,13,8,1.0793,0.3761,0.4086,0.1899,0.5357,0.9227,0.3883,1,Medium
dlexoo,Eternal Fire,Australia,212,5724,3206.0,3773,569,37.8,0.56,0.66,0.1,71.3,0.82,30,25,7,0.8497,0.3849,0.3408,0.1515,0.5455,0.3988,0.2246,0,Low
Trops3r,ENCE,United States,136,3264,1979.0,2011,437,43.2,0.61,0.62,0.13,65.8,0.97,9,16,14,0.9841,0.3846,0.3839,0.1757,0.36,0.8852,0.359,1,Medium
Draze,Heroic,Estonia,298,6556,4078.0,4875,859,38.8,0.62,0.74,0.13,58.6,0.98,36,62,0,0.8365,0.3594,0.2564,0.1733,0.3673,0.9227,0.2967,1,Medium
dongx,TheMongolz,Belgium,344,8256,5465.0,5106,1750,39.2,0.66,0.62,0.21,64.9,1.0,26,25,13,1.0703,0.3904,0.3815,0.2414,0.5098,1.0,0.373,1,Medium
Skvenoo,Lynn Vision,Germany,404,9696,6423.0,6138,843,47.3,0.66,0.63,0.09,55.0,1.01,36,41,22,1.0464,0.3754,0.367,0.12,0.4675,0.961,0.4071,1,Medium
Skant,paiN,Finland,347,9369,5600.0,6073,1185,43.8,0.6,0.65,0.13,72.0,0.86,52,41,6,0.9221,0.3991,0.3518,0.1781,0.5591,0.516,0.3018,1,Medium
glion1,Fnatic,Poland,155,4185,2230.0,2900,373,33.3,0.53,0.69,0.09,75.9,0.86,18,15,5,0.769,0.3757,0.307,0.1452,0.5455,0.516,0.2015,0,Low
grumeie,Heroic,Kazakhstan,359,9693,5226.0,7234,1361,42.9,0.54,0.75,0.14,61.5,0.84,44,51,21,0.7224,0.3494,0.2537,0.2059,0.4632,0.4564,0.2151,0,Low
Frergo,Heroic,Finland,129,2838,1783.0,1831,326,41.8,0.63,0.65,0.11,63.3,0.83,15,21,0,0.9738,0.3797,0.3548,0.1486,0.4167,0.4274,0.2695,0,Low
Xlex1,paiN,Latvia,298,8344,7025.0,3915,1228,57.8,0.84,0.49000000000000005,0.15,88.3,1.25,47,27,36,1.7944,0.5372,0.5308,0.1515,0.6351,0.2118,0.8429,2,High
Swergz,Eternal Fire,Russia,248,5456,3631.0,3997,650,47.4,0.67,0.73,0.12,74.7,0.87,17,32,15,0.9084,0.4036,0.2674,0.1519,0.3469,0.5466,0.3276,1,Medium
Clion5s,Liquid,Latvia,330,8250,4527.0,5467,1104,50.2,0.55,0.66,0.13,73.0,1.02,41,34,25,0.8281,0.3874,0.3373,0.1912,0.5467,0.9227,0.3989,1,Medium
Brush4k,ENCE,Czech Republic,142,3266,3159.0,1704,349,44.1,0.905,0.52,0.11,95.8,1.26,16,13,9,1.8539,0.5488,0.4783,0.1084,0.5517,0.1867,0.7933,2,High
Niko,MOUZ,United States,481,11063,9810.625,6338,897,52.6,0.905,0.57,0.08,97.6,1.1,61,63,41,1.5479,0.5542,0.4271,0.0812,0.4919,0.6417,0.7023,2,High
Blenter,Vitality,Argentina,142,3408,2321.0,2057,621,46.0,0.68,0.6,0.18,62.8,1.04,15,13,13,1.1283,0.4097,0.3964,0.2093,0.5357,0.8484,0.4557,2,High
drulf9,OG,Bosnia,136,2856,1550.0,2025,351,35.5,0.54,0.71,0.12,66.1,1.02,25,20,2,0.7654,0.3714,0.291,0.1818,0.5556,0.9227,0.2971,1,Medium
grodo0,Heroic,Australia,267,6408,3933.0,4386,938,34.7,0.61,0.68,0.15,63.7,0.81,41,34,10,0.8967,0.3864,0.3155,0.1974,0.5467,0.3707,0.2117,0,Low
Drunoer,FaZe,United States,183,4026,2309.0,2624,650,42.1,0.57,0.65,0.16,65.8,0.93,21,26,5,0.88,0.3704,0.3482,0.2192,0.4468,0.7422,0.3027,1,Medium
grong0,Virtus.pro,Bosnia,170,4590,3061.0,2805,796,44.3,0.67,0.61,0.17,72.3,0.93,15,9,8,1.0913,0.4137,0.3889,0.2024,0.625,0.7422,0.3829,1,Medium
crarn,FURIA,Argentina,160,4320,3710.0,2566,500,55.4,0.86,0.59,0.12,92.6,1.2,20,7,15,1.4458,0.5295,0.406,0.1224,0.7407,0.3431,0.7364,2,High
Flark7,Lynn Vision,Latvia,190,4560,3008.0,3360,720,45.1,0.66,0.74,0.16,72.7,0.9,22,22,5,0.8952,0.4023,0.2632,0.1951,0.5,0.6417,0.3283,1,Medium
Zisk,Navi,Netherlands,107,2461,1605.0,1508,371,42.5,0.65,0.61,0.15,84.6,0.94,6,9,2,1.0643,0.42,0.3872,0.1875,0.4,0.7769,0.3785,1,Medium
frodo9,MIBR,Argentina,310,7750,3777.0,5405,1020,35.4,0.49,0.7,0.13,58.6,0.86,43,31,10,0.6988,0.3337,0.3026,0.2097,0.5811,0.516,0.17,0,Low
snarkz,Outsiders,Belgium,364,8372,7532.0,5208,407,50.9,0.9,0.62,0.05,91.1,1.19,47,32,25,1.4462,0.5328,0.3779,0.0526,0.5949,0.3707,0.7091,2,High
Dunoo,MIBR,Estonia,81,2106,1238.0,1454,218,46.5,0.59,0.69,0.1,62.4,0.83,7,11,6,0.8514,0.3655,0.3096,0.1449,0.3889,0.4274,0.2632,0,Low
Nyrey,Cloud9,Poland,203,5075,4009.0,3135,628,49.0,0.79,0.62,0.12,63.4,1.04,13,19,6,1.2788,0.4222,0.3823,0.1319,0.4062,0.8484,0.5072,2,High
Crinkoo,Imperial,Belgium,233,6291,3482.0,3904,1143,49.2,0.55,0.62,0.18,78.4,0.91,11,14,15,0.8919,0.3813,0.3794,0.2466,0.44,0.6746,0.34,1,Medium
grarn0,Lynn Vision,Kazakhstan,169,4394,2756.0,2576,707,56.1,0.63,0.59,0.16,70.9,1.02,14,11,6,1.0699,0.3978,0.4137,0.2025,0.56,0.9227,0.4804,2,High
xiko3r,ENCE,Kazakhstan,262,6550,4073.0,4291,1448,40.7,0.62,0.66,0.22,63.8,0.95,19,31,11,0.9492,0.372,0.3449,0.2619,0.38,0.8123,0.3193,1,Medium
Blong3r,Monte,Germany,284,6816,4821.0,3922,701,50.5,0.71,0.58,0.1,96.0,1.25,39,18,37,1.2292,0.5009,0.4246,0.1235,0.6842,0.2118,0.6788,2,High
snarn9,TheMongolz,Kazakhstan,190,4560,3080.0,3008,808,39.3,0.68,0.66,0.18,75.2,1.06,18,13,10,1.0239,0.42,0.3404,0.2093,0.5806,0.7769,0.4199,1,Medium
Prlex7,Heroic,Finland,110,2860,1607.0,1888,303,37.0,0.56,0.66,0.11,76.6,1.0,17,15,2,0.8512,0.3966,0.3399,0.1642,0.5312,1.0,0.3276,1,Medium
trunoer,NIP,Turkey,319,9251,5486.0,5742,1432,56.4,0.59,0.62,0.15,58.7,1.02,22,29,11,0.9554,0.3548,0.3793,0.2027,0.4314,0.9227,0.4308,1,Medium
Dent0,MIBR,Norway,104,2496,1479.0,1744,422,46.7,0.59,0.7,0.17,64.3,0.72,15,12,3,0.8481,0.376,0.3013,0.2237,0.5556,0.1379,0.2112,0,Low
stvenix,OG,Ukraine,414,9108,8256.0,6298,371,59.9,0.905,0.69,0.04,94.9,1.27,53,16,37,1.3109,0.5377,0.3085,0.0423,0.7681,0.1621,0.7814,2,High
kume7,Navi,United States,285,6840,4183.0,4211,1188,44.5,0.61,0.62,0.17,82.6,1.04,30,33,9,0.9934,0.4173,0.3844,0.2179,0.4762,0.8484,0.4297,1,Medium
diskz,Monte,Mongolia,274,6302,3617.0,4001,967,47.2,0.57,0.63,0.15,70.4,0.98,32,18,18,0.904,0.3879,0.3651,0.2083,0.64,0.9227,0.3745,1,Medium
Clarn9,Vitality,Kazakhstan,205,5535,4073.0,3556,533,38.4,0.74,0.64,0.1,62.3,1.01,30,38,16,1.1454,0.4309,0.3575,0.119,0.4412,0.961,0.4167,1,Medium
nell3r,MIBR,Germany,68,1700,919.0,1234,188,35.6,0.54,0.73,0.11,61.4,0.7,9,8,1,0.7447,0.3471,0.2741,0.1692,0.5294,0.0905,0.1014,0,Low
Frark1,Outsiders,Turkey,442,11492,7315.0,7174,2010,48.4,0.64,0.62,0.18,69.6,1.05,30,43,7,1.0197,0.3885,0.3757,0.2195,0.411,0.8123,0.4398,1,Medium
Flacei,paiN,Mongolia,354,8496,5160.0,5631,1506,41.7,0.61,0.66,0.18,71.2,0.9,28,31,13,0.9164,0.3847,0.3372,0.2278,0.4746,0.6417,0.3009,1,Medium
driko5s,Heroic,Norway,207,5175,3085.0,3701,691,34.9,0.6,0.72,0.13,63.3,0.88,19,22,10,0.8336,0.3648,0.2848,0.1781,0.4634,0.5777,0.2244,0,Low
Snerg3r,Spirit,Ukraine,484,12100,9810.625,7291,1352,59.1,0.905,0.6,0.11,79.9,1.24,70,62,38,1.3456,0.5192,0.3974,0.1084,0.5303,0.2372,0.7532,2,High
Grushi,FaZe,Mongolia,163,4075,2442.0,2788,551,45.6,0.6,0.68,0.14,66.4,0.72,19,20,6,0.8759,0.3795,0.3158,0.1892,0.4872,0.1379,0.2126,0,Low
drix,Spirit,Germany,316,7268,4850.0,5173,1326,40.7,0.67,0.71,0.18,76.9,0.98,22,27,20,0.9376,0.4107,0.2882,0.2118,0.449,0.9227,0.3619,1,Medium
swolty,MIBR,Canada,333,8325,5696.0,5820,1251,45.2,0.68,0.7,0.15,65.9,1.01,38,45,14,0.9787,0.4006,0.3009,0.1807,0.4578,0.961,0.4023,1,Medium
xongy,TYLOO,France,79,2212,1043.0,1410,219,38.0,0.47,0.64,0.1,78.2,0.86,6,6,5,0.7397,0.3619,0.3626,0.1754,0.5,0.516,0.2117,0,Low
Stent,Complexity,United States,229,5267,3833.0,3366,1146,40.8,0.73,0.64,0.22,78.0,0.92,17,20,12,1.1387,0.4374,0.3609,0.2316,0.4595,0.7081,0.384,1,Medium
Nionus,OG,Poland,96,2208,1363.0,1348,192,42.5,0.62,0.61,0.09,69.0,1.01,10,6,8,1.0111,0.4015,0.3895,0.1268,0.625,0.961,0.3941,1,Medium
Xvenx,Fnatic,Kazakhstan,156,3900,2264.0,2889,629,34.4,0.58,0.74,0.16,63.2,0.84,21,22,7,0.7837,0.3668,0.2592,0.2162,0.4884,0.4564,0.1926,0,Low
drop,BIG,Turkey,281,6744,3803.0,4675,922,42.2,0.56,0.69,0.14,68.3,0.95,35,25,12,0.8135,0.3731,0.3068,0.2,0.5833,0.8123,0.3046,1,Medium
Crush0,Navi,United States,316,7900,4562.0,5907,1020,49.2,0.58,0.75,0.13,68.0,0.83,41,40,25,0.7723,0.3793,0.2523,0.1831,0.5062,0.4274,0.274,0,Low
Griko0,Astralis,France,411,9042,6167.0,6138,1334,41.9,0.68,0.68,0.15,71.8,1.02,47,25,19,1.0047,0.4151,0.3212,0.1807,0.6528,0.9227,0.4051,1,Medium
Brolta,FaZe,Kazakhstan,241,5543,4770.0,3525,404,51.5,0.86,0.64,0.07,85.9,1.29,33,28,22,1.3532,0.5137,0.3641,0.0753,0.541,0.114,0.7369,2,High
TeSeS,G2,Czech Republic,267,6675,6089.0,3841,598,43.9,0.905,0.58,0.09,84.8,1.27,46,23,24,1.5853,0.5397,0.4246,0.0905,0.6667,0.1621,0.7444,2,High
zisko,SAW,Mongolia,240,5760,3603.0,3542,1274,53.6,0.63,0.61,0.22,66.2,0.95,26,22,13,1.0172,0.3956,0.3851,0.2588,0.5417,0.8123,0.4179,1,Medium
zodoa,NIP,Australia,179,4296,3650.0,2244,487,55.9,0.85,0.52,0.11,82.7,1.17,21,18,27,1.6266,0.5204,0.4777,0.1146,0.5385,0.4274,0.7475,2,High
zisk3r,Imperial,Turkey,272,6800,4215.0,4480,1064,43.2,0.62,0.66,0.16,69.4,0.87,42,36,12,0.9408,0.404,0.3412,0.2051,0.5385,0.5466,0.3109,1,Medium
nyrei,Spirit,Czech Republic,340,8160,4708.0,5591,1275,31.8,0.58,0.69,0.16,58.8,0.78,32,43,14,0.8421,0.3523,0.3148,0.2162,0.4267,0.2893,0.1454,0,Low
frergie,GamerLegion,Estonia,334,8684,4181.0,5957,1058,47.3,0.48,0.69,0.12,67.5,0.79,24,42,12,0.7019,0.3334,0.314,0.2,0.3636,0.316,0.1962,0,Low
Dink,GamerLegion,Estonia,365,8760,7456.0,5225,841,62.1,0.85,0.6,0.1,85.0,1.25,62,20,33,1.427,0.521,0.4035,0.1053,0.7561,0.2118,0.7904,2,High
Prong1,SAW,Belgium,104,2912,2010.0,1987,301,46.1,0.69,0.68,0.1,50.1,0.83,10,13,4,1.0116,0.369,0.3177,0.1266,0.4348,0.4274,0.2915,0,Low
Skion3r,Navi,Argentina,166,3818,2667.0,2304,517,58.9,0.7,0.6,0.14,63.9,1.05,4,16,8,1.1576,0.3911,0.3965,0.1667,0.2,0.8123,0.5223,2,High
Brarn3r,FaZe,Czech Republic,395,9875,6025.0,6495,1104,46.0,0.61,0.66,0.11,60.4,0.84,42,45,18,0.9276,0.3712,0.3423,0.1528,0.4828,0.4564,0.2834,0,Low
Glyreix,GamerLegion,Bosnia,113,2599,1337.0,1772,412,46.4,0.51,0.68,0.16,74.6,0.94,11,10,6,0.7545,0.3665,0.3182,0.2388,0.5238,0.7769,0.3067,1,Medium
clushix,BIG,Belgium,108,2268,1344.0,1358,408,43.5,0.59,0.6,0.18,80.1,1.04,8,12,7,0.9897,0.4054,0.4012,0.2338,0.4,0.8484,0.415,1,Medium
flulfoo,MIBR,Mongolia,253,6325,4453.0,4262,1075,45.8,0.7,0.67,0.17,76.6,1.1,12,20,13,1.0448,0.4158,0.3262,0.1954,0.375,0.6417,0.4774,2,High
flink4k,Lynn Vision,Russia,357,8211,4914.0,5420,1227,45.6,0.6,0.66,0.15,65.8,1.04,16,34,12,0.9066,0.3618,0.3399,0.2,0.32,0.8484,0.3801,1,Medium
crellz,FURIA,Netherlands,387,11223,6770.0,8574,767,32.4,0.6,0.76,0.07,66.6,0.94,38,65,12,0.7896,0.3664,0.236,0.1045,0.3689,0.7769,0.2372,0,Low
Dyrei,Complexity,Kazakhstan,365,7665,5129.0,4526,1364,48.2,0.67,0.59,0.18,76.4,1.07,16,33,31,1.1332,0.4185,0.4095,0.2118,0.3265,0.7422,0.4912,2,High
Clenti,TheMongolz,Argentina,252,6552,4302.0,4126,1249,40.2,0.66,0.63,0.19,72.9,1.06,25,20,14,1.0427,0.4139,0.3703,0.2235,0.5556,0.7769,0.4235,1,Medium
brikoz,Heroic,Netherlands,285,7125,6460.0,3624,633,54.9,0.905,0.51,0.09,75.1,1.21,57,30,31,1.7826,0.537,0.4914,0.0905,0.6552,0.316,0.8032,2,High
Flrixa,Heroic,Belgium,249,5976,3190.0,4173,756,37.0,0.53,0.7,0.13,80.0,0.85,23,36,9,0.7644,0.3775,0.3017,0.197,0.3898,0.4859,0.2165,0,Low
Snarki,paiN,Argentina,112,3024,1813.0,1994,397,28.0,0.6,0.66,0.13,65.0,0.88,11,12,5,0.9092,0.3752,0.3406,0.1781,0.4783,0.5777,0.2079,0,Low
strix0,OG,France,212,5512,3115.0,4050,340,42.4,0.57,0.73,0.06,73.8,0.78,29,22,5,0.7691,0.3833,0.2652,0.0952,0.5686,0.2893,0.2124,0,Low
dropsx,Apeks,China,163,3586,2077.0,2613,435,50.8,0.58,0.73,0.12,74.9,0.79,20,20,10,0.7949,0.3907,0.2713,0.1714,0.5,0.316,0.273,0,Low
Xinkz,G2,Belgium,106,2756,1747.0,1832,356,46.6,0.63,0.67,0.13,73.1,0.94,8,15,6,0.9536,0.3956,0.3353,0.1711,0.3478,0.7769,0.3636,1,Medium
shanto,TYLOO,Denmark,145,3335,2379.0,1883,734,48.6,0.71,0.56,0.22,91.4,0.99,15,12,5,1.2634,0.4708,0.4354,0.2366,0.5556,0.961,0.5104,2,High
dops7,OG,Bosnia,349,7329,4413.0,4504,868,41.2,0.6,0.61,0.12,68.6,0.96,31,26,15,0.9798,0.3849,0.3855,0.1667,0.5439,0.8484,0.3422,1,Medium
Zionie,Complexity,Czech Republic,258,6450,4128.0,4565,377,29.7,0.64,0.71,0.06,66.7,0.83,31,44,8,0.9043,0.3891,0.2922,0.0857,0.4133,0.4274,0.199,0,Low
drinkus,FURIA,Australia,367,9909,5243.0,6946,1535,37.1,0.53,0.7,0.16,69.9,0.86,56,62,20,0.7548,0.3751,0.299,0.2319,0.4746,0.516,0.2191,0,Low
Frell3r,NIP,Australia,135,3510,1790.0,2515,616,52.2,0.51,0.72,0.18,58.5,0.76,15,14,5,0.7117,0.3313,0.2835,0.2609,0.5172,0.2372,0.2064,0,Low
swuno1,MOUZ,Russia,237,5925,3213.0,4296,792,46.1,0.54,0.73,0.13,64.1,0.85,34,24,9,0.7479,0.3588,0.2749,0.194,0.5862,0.4859,0.2491,0,Low
Xarna,Cloud9,Ukraine,313,8138,5565.0,5402,1326,40.3,0.68,0.66,0.16,61.1,0.95,16,43,9,1.0302,0.3773,0.3362,0.1905,0.2712,0.8123,0.3351,1,Medium
zodo3r,Astralis,United States,258,5934,3229.0,4210,564,41.5,0.54,0.71,0.1,63.7,0.82,32,38,5,0.767,0.3523,0.2905,0.1562,0.4571,0.3988,0.2065,0,Low
Clarker,FaZe,Mongolia,368,9200,8224.0,5455,630,55.1,0.89,0.59,0.07,90.5,1.15,59,33,42,1.5076,0.5462,0.4071,0.0729,0.6413,0.4859,0.7303,2,High
Bllexus,Monte,Russia,193,5211,3772.0,3212,742,40.9,0.72,0.62,0.14,74.2,0.88,18,22,6,1.1743,0.4304,0.3836,0.1628,0.45,0.5777,0.3638,1,Medium
swrixa,paiN,Poland,298,7748,5124.0,4613,1188,47.3,0.66,0.6,0.15,75.6,0.92,29,37,7,1.1108,0.4171,0.4046,0.1852,0.4394,0.7081,0.3994,1,Medium
zent0,FURIA,Brazil,151,3775,1903.0,2802,448,38.3,0.5,0.74,0.12,66.1,0.96,19,14,2,0.6792,0.3416,0.2577,0.1935,0.5758,0.8484,0.2427,0,Low
glent3r,BIG,Mongolia,304,7296,4323.0,4577,976,50.7,0.59,0.63,0.13,65.6,0.98,40,27,11,0.9445,0.3835,0.3727,0.1806,0.597,0.9227,0.3972,1,Medium
briona,FaZe,Canada,143,3289,2207.0,2220,278,55.2,0.67,0.68,0.08,94.4,1.34,22,10,17,0.9941,0.4781,0.325,0.1067,0.6875,0.0,0.6958,2,High
Disk1,Monte,Latvia,423,9729,8217.0,6013,1010,59.1,0.84,0.62,0.1,98.1,1.16,38,26,25,1.3665,0.5175,0.382,0.1064,0.5938,0.4564,0.7119,2,High
prenta,OG,Turkey,363,8712,5188.0,6377,736,30.5,0.6,0.73,0.08,53.5,0.82,59,53,8,0.8135,0.3579,0.268,0.1176,0.5268,0.3988,0.1593,0,Low
drolt4k,Apeks,Mongolia,128,2816,1771.0,1706,732,51.2,0.63,0.61,0.23500000000000001,76.3,0.98,10,7,7,1.0381,0.4083,0.3942,0.2717,0.5882,0.9227,0.4342,1,Medium
flarny,TYLOO,Finland,318,8904,5019.0,6504,1072,51.9,0.56,0.73,0.12,61.5,0.83,41,30,20,0.7717,0.3597,0.2695,0.1765,0.5775,0.4274,0.2742,0,Low
starnx,Apeks,Argentina,81,2025,1111.0,1469,192,54.5,0.55,0.73,0.09,67.4,0.82,6,12,2,0.7563,0.349,0.2746,0.1406,0.3333,0.3988,0.2723,0,Low
Brace7,Heroic,Australia,115,2760,1749.0,1808,240,44.6,0.63,0.66,0.09,65.7,0.95,13,16,9,0.9674,0.3944,0.3449,0.125,0.4483,0.8123,0.3598,1,Medium
Dergy,Monte,France,428,11984,9810.625,7767,1061,61.1,0.82,0.65,0.09,93.7,1.26,54,31,42,1.2631,0.5147,0.3519,0.0989,0.6353,0.1867,0.7573,2,High
flodo,TYLOO,Belgium,332,7968,5556.0,5410,939,46.3,0.7,0.68,0.12,65.2,0.9,44,30,15,1.027,0.4123,0.321,0.1463,0.5946,0.6417,0.365,1,Medium
xell0,ENCE,Finland,214,5992,3889.0,4127,767,46.2,0.65,0.69,0.13,67.8,0.95,23,27,8,0.9423,0.3941,0.3112,0.1667,0.46,0.8123,0.3638,1,Medium
zikoix,MIBR,France,347,9022,5643.0,5110,1060,45.7,0.63,0.57,0.12,75.1,1.0,12,44,12,1.1043,0.396,0.4336,0.16,0.2143,1.0,0.4181,1,Medium
Drven5s,Outsiders,Denmark,443,10632,6168.0,7006,1916,48.8,0.58,0.66,0.18,74.8,0.93,26,32,32,0.8804,0.3831,0.341,0.2368,0.4483,0.7422,0.3481,1,Medium
drveni,Cloud9,Norway,440,10120,6561.0,6172,1285,45.9,0.65,0.61,0.13,72.4,0.98,27,32,25,1.063,0.4027,0.3901,0.1667,0.4576,0.9227,0.4059,1,Medium
swulfo,Vitality,Mongolia,163,4075,2813.0,2642,634,42.6,0.69,0.65,0.16,72.3,1.01,5,10,10,1.0647,0.4035,0.3517,0.1882,0.3333,0.961,0.4054,1,Medium
shost9,Vitality,Argentina,141,3666,2613.0,2829,651,57.8,0.71,0.77,0.18,68.7,1.03,11,18,9,0.9236,0.4025,0.2283,0.2022,0.3793,0.8852,0.473,2,High
Narkz,Fnatic,Kazakhstan,151,4077,2202.0,2725,683,38.9,0.54,0.67,0.17,65.8,0.85,18,18,4,0.8081,0.3604,0.3316,0.2394,0.5,0.4859,0.2219,0,Low
Stell3r,Apeks,Sweden,314,7850,4728.0,5646,1329,44.6,0.6,0.72,0.17,66.6,0.9,45,43,26,0.8374,0.3894,0.2808,0.2208,0.5114,0.6417,0.3062,1,Medium
Shazeo,Complexity,United States,141,2820,1219.0,1878,322,44.3,0.43,0.67,0.11,60.4,0.98,21,22,4,0.6491,0.3243,0.334,0.2037,0.4884,0.9227,0.2682,0,Low
Trulf5s,MOUZ,Norway,132,3300,2052.0,1841,502,47.0,0.62,0.56,0.15,70.7,1.12,9,12,7,1.1146,0.3964,0.4421,0.1948,0.4286,0.5777,0.4928,2,High
bracei,NIP,United States,139,3614,1766.0,2467,554,52.2,0.49,0.68,0.15,63.8,0.8,15,15,6,0.7158,0.3401,0.3174,0.2344,0.5,0.3431,0.2354,0,Low
Xionix,Lynn Vision,Canada,164,4100,2866.0,2267,268,59.5,0.7,0.55,0.07,89.5,1.16,20,13,16,1.2642,0.4791,0.4471,0.0909,0.6061,0.4564,0.6683,2,High
Breller,TYLOO,Norway,198,5346,2665.0,3557,791,32.3,0.5,0.67,0.15,69.6,0.82,22,31,7,0.7492,0.3553,0.3346,0.2308,0.4151,0.3988,0.156,0,Low
zentzy,MOUZ,Mongolia,412,9476,6814.0,5909,1793,41.1,0.72,0.62,0.19,71.0,0.95,36,42,20,1.1532,0.4251,0.3764,0.2088,0.4615,0.8123,0.3956,1,Medium
Drrix7,Heroic,Sweden,98,2450,1585.0,1575,427,52.7,0.65,0.64,0.17,72.8,1.06,5,8,2,1.0063,0.3924,0.3571,0.2073,0.3846,0.7769,0.4689,2,High
Prant,NIP,Denmark,449,11674,7131.0,7545,1585,48.2,0.61,0.65,0.14,70.2,0.99,39,42,20,0.9451,0.3868,0.3537,0.1867,0.4815,0.961,0.3917,1,Medium
Crergix,Fnatic,France,195,4875,2785.0,3180,902,33.6,0.57,0.65,0.19,56.7,0.85,24,16,8,0.8758,0.3563,0.3477,0.25,0.6,0.4859,0.2021,0,Low
Frrixus,Liquid,Bosnia,119,2975,1810.0,1872,455,38.8,0.61,0.63,0.15,57.0,0.78,17,17,6,0.9669,0.3773,0.3708,0.1974,0.5,0.2893,0.223,0,Low
nisk3r,Eternal Fire,Norway,247,5434,2776.0,4048,788,39.9,0.51,0.75,0.15,61.3,0.86,40,41,6,0.6858,0.3447,0.2551,0.2273,0.4938,0.516,0.2,0,Low
