player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins
crade1,Complexity,Finland,230,4830,2950,3428,908,51.2,0.61,0.71,0.19,62.2,0.79,26,20,2
Kven3r,paiN,Bosnia,117,3042,1890,2229,366,37.4,0.62,0.73,0.12,62.4,0.89,16,18,2
Drulfzy,Navi,Mongolia,263,7101,4256,5056,610,32.1,0.6,0.71,0.09,72.1,0.86,41,50,10
darkoo,Liquid,France,144,3600,2078,2362,808,49.6,0.58,0.66,0.22,79.4,1.07,10,18,9
klex,Imperial,Estonia,122,2928,1656,1959,357,32.3,0.57,0.67,0.12,64.7,0.75,7,16,5
cleltus,OG,Australia,390,8580,5597,5576,590,36.0,0.65,0.65,0.07,61.8,0.89,50,43,32
snulf3r,Cloud9,Brazil,209,4807,2832,3301,514,35.1,0.59,0.69,0.11,64.2,0.91,23,29,8
Gradeer,FURIA,Argentina,418,11704,10390,6456,975,60.1,0.89,0.55,0.08,84.6,1.34,45,31,49
Gropso,G2,Denmark,208,5200,3758,3426,1047,51.5,0.72,0.66,0.2,68.9,1.03,15,21,21
prvenz,G2,Finland,254,6858,3286,4463,299,30.6,0.48,0.65,0.04,62.4,0.83,39,39,10
Nent7,Virtus.pro,United States,222,5550,3591,3422,900,50.5,0.65,0.62,0.16,68.2,0.99,23,15,12
Skell4k,OG,Latvia,246,5904,4883,3951,660,53.9,0.83,0.67,0.11,95.6,1.35,29,18,21
Flrixx,Vitality,Bosnia,281,6744,3933,4519,1094,45.0,0.58,0.67,0.16,79.1,0.95,39,31,11
clinka,FURIA,China,162,3888,2300,2637,501,41.1,0.59,0.68,0.13,64.1,0.97,17,22,0
brellie,BIG,France,180,4860,4371,2634,555,60.1,0.9,0.54,0.11,71.7,1.16,30,13,18
trazeo,Navi,Bosnia,441,11025,7506,6857,1133,58.9,0.68,0.62,0.1,86.7,1.35,97,38,40
flanto,NIP,Germany,442,10166,7160,7377,1797,57.8,0.7,0.73,0.18,71.8,0.94,18,37,32
glven5s,FaZe,Australia,249,6225,5462,4482,507,54.8,0.88,0.72,0.08,91.3,1.25,35,23,28
gryrez,Astralis,Latvia,311,6842,3873,4394,963,48.1,0.57,0.64,0.14,69.8,0.91,37,44,24
stinkus,OG,Sweden,317,7291,5120,4063,1069,50.0,0.7,0.56,0.15,68.9,0.98,19,22,24
Sweltzy,BIG,China,308,7392,4319,5604,1031,48.1,0.58,0.76,0.14,60.4,0.81,26,32,7
Trush5s,Eternal Fire,France,234,5616,3068,3992,547,44.4,0.55,0.71,0.1,63.8,0.87,43,42,14
Frentz,NIP,Kazakhstan,397,10719,5156,6420,1205,40.1,0.48,0.6,0.11,56.7,0.9,65,50,18
Clergie,paiN,Belgium,289,8092,5549,5213,1021,45.1,0.69,0.64,0.13,66.8,0.98,16,35,12
nant4k,GamerLegion,Turkey,137,3288,2763,2021,139,49.6,0.84,0.61,0.04,85.9,1.29,17,7,4
Crrixix,Virtus.pro,Czech Republic,226,4746,3087,3003,1053,41.6,0.65,0.63,0.22,73.1,0.91,24,16,15
Drent0,Eternal Fire,Brazil,351,9477,5795,6463,1401,51.9,0.61,0.68,0.15,68.5,0.95,25,20,9
Crulfer,ENCE,Australia,157,3925,3575,2526,248,63.6,0.91,0.64,0.06,85.2,1.21,21,13,15
glaze4k,paiN,France,87,2088,1347,1269,342,48.6,0.65,0.61,0.16,78.3,1.03,2,5,4
Trark4k,ENCE,Russia,161,4508,3722,2888,453,52.3,0.83,0.64,0.1,95.0,1.3,24,8,17
karrigan,Lynn Vision,Belgium,250,7250,5372,4591,1261,42.3,0.74,0.63,0.17,62.6,0.99,16,25,24
swven1,Liquid,Germany,271,6233,4051,3807,1094,38.8,0.65,0.61,0.18,74.5,0.99,18,24,25
Xiskzy,Astralis,Norway,282,7050,4149,5223,282,41.4,0.59,0.74,0.04,65.2,0.71,30,40,12
xade0,Virtus.pro,Ukraine,350,9100,5835,6431,822,46.9,0.64,0.71,0.09,65.7,0.91,42,44,12
flade3r,GamerLegion,Finland,409,9407,6098,6453,831,38.8,0.65,0.69,0.09,82.4,0.92,31,39,33
trazeer,Astralis,Mongolia,375,10875,7239,7987,1645,43.5,0.67,0.73,0.15,53.4,0.83,34,39,16
clark9,TYLOO,Canada,361,8303,4595,5336,1285,50.0,0.55,0.64,0.15,64.9,0.86,48,55,0
snent7,Apeks,China,371,8904,6128,5281,1911,48.3,0.69,0.59,0.21,68.3,1.08,30,25,18
Nlex0,ENCE,Kazakhstan,241,6025,3613,3808,1235,38.7,0.6,0.63,0.21,60.9,1.04,13,28,20
crvenoo,Navi,Norway,431,9913,6751,6290,1604,45.8,0.68,0.63,0.16,80.4,1.0,29,35,35
Kyre5s,Outsiders,Czech Republic,144,3456,2430,1857,579,52.7,0.7,0.54,0.17,75.4,1.01,11,7,9
Stark0,BIG,Russia,148,3996,2743,2950,296,46.5,0.69,0.74,0.07,69.0,0.8,15,17,6
nentoo,Imperial,France,447,12069,6842,7727,1998,45.9,0.57,0.64,0.17,67.6,1.0,20,35,19
cryre5s,MIBR,Argentina,235,5875,3940,3764,849,39.8,0.67,0.64,0.14,64.3,1.02,21,18,16
troltzy,Cloud9,Canada,355,7100,4128,4716,1131,43.1,0.58,0.66,0.16,63.0,1.04,28,25,21
skella,Astralis,Germany,166,3652,2204,2665,535,36.0,0.6,0.73,0.15,68.1,0.88,19,21,8
frinkix,Eternal Fire,Bosnia,417,10842,6752,6617,1935,39.2,0.62,0.61,0.18,69.2,1.01,28,40,17
Kisk1,Spirit,Germany,354,8496,4706,5896,1196,46.5,0.55,0.69,0.14,69.8,1.0,21,60,21
Snappi,Imperial,Brazil,159,3498,2507,2432,274,41.1,0.72,0.7,0.08,63.9,0.85,19,18,5
flostoo,G2,China,205,5945,3463,3753,941,43.0,0.58,0.63,0.16,76.2,1.05,17,17,11
Zulfo,Astralis,Czech Republic,399,9177,5987,6306,1255,48.0,0.65,0.69,0.14,77.2,1.05,30,50,15
dark9,Spirit,Denmark,264,6864,6141,3666,534,67.2,0.89,0.53,0.08,75.3,1.32,39,26,25
frink4k,ENCE,Netherlands,167,3841,2409,2597,741,39.1,0.63,0.68,0.19,74.3,0.9,15,15,13
dell0,Imperial,Estonia,219,5256,3505,3530,796,45.8,0.67,0.67,0.15,59.3,0.75,32,35,11
Grven4k,NIP,Sweden,456,13224,11123,7295,895,39.9,0.84,0.55,0.07,73.4,1.16,52,43,34
crentx,MOUZ,Australia,261,6525,4236,4373,878,51.8,0.65,0.67,0.13,72.5,1.06,13,19,13
Xisk0,FURIA,Ukraine,367,8441,6019,5388,1904,50.6,0.71,0.64,0.23,83.3,0.98,12,22,13
Nume,SAW,Mongolia,201,4221,2501,2496,744,37.1,0.59,0.59,0.18,75.4,1.0,16,8,5
xion5s,ENCE,Denmark,329,7567,4714,5244,1423,46.9,0.62,0.69,0.19,63.5,1.06,20,36,17
Flikoer,TYLOO,Mongolia,331,7944,5106,5301,1191,51.2,0.64,0.67,0.15,70.9,1.04,14,28,18
stentzy,ENCE,China,232,6496,3195,4579,658,46.3,0.49,0.7,0.1,63.4,0.9,32,33,10
prush7,NIP,Germany,342,8892,5028,6120,915,42.5,0.57,0.69,0.1,64.6,0.98,27,34,21
Ninkie,Virtus.pro,Russia,391,10557,5976,8231,754,45.8,0.57,0.78,0.07,76.1,0.87,37,61,0
Derg1,Apeks,Canada,243,5346,3040,3935,889,42.8,0.57,0.74,0.17,73.5,0.87,28,30,7
Xerg5s,Virtus.pro,France,392,8232,5591,6371,1078,36.7,0.68,0.77,0.13,56.5,0.78,62,50,14
swikozy,OG,Mongolia,99,2277,1199,1526,302,36.8,0.53,0.67,0.13,73.5,0.83,16,14,4
brergoo,Astralis,Norway,127,3175,2084,2281,537,47.3,0.66,0.72,0.17,65.4,0.89,14,25,2
Kent3r,Vitality,Mongolia,283,7924,3895,5509,1123,41.2,0.49,0.7,0.14,62.0,1.02,41,48,12
kiskzy,Vitality,Denmark,94,2444,1453,1599,293,38.5,0.59,0.65,0.12,67.2,0.82,11,13,4
Swodo5s,Imperial,Latvia,400,8000,5032,4991,1600,36.1,0.63,0.62,0.2,77.4,0.98,25,26,21
Stops1,TYLOO,Germany,367,9175,7648,5246,414,57.2,0.83,0.57,0.05,70.0,1.28,41,33,41
pradez,MIBR,Denmark,427,9821,6730,6280,1849,49.8,0.69,0.64,0.19,72.9,0.99,43,30,42
trelt0,Eternal Fire,Turkey,365,9855,6147,6312,1390,45.0,0.62,0.64,0.14,77.4,1.02,23,33,20
Snikoi,SAW,Finland,374,8602,4927,6323,1604,50.3,0.57,0.74,0.19,67.2,0.88,40,45,4
Grumezy,Monte,Poland,194,5626,3566,3383,936,49.7,0.63,0.6,0.17,64.9,1.05,16,19,21
Glvena,Complexity,Belgium,386,8878,4536,5725,1440,41.8,0.51,0.64,0.16,71.8,0.9,58,58,12
fryrex,Astralis,Kazakhstan,161,3703,3579,2074,444,50.0,0.97,0.56,0.12,71.3,1.16,22,15,14
Skulfix,Imperial,Czech Republic,323,7429,5156,4538,906,47.4,0.69,0.61,0.12,95.0,1.16,48,25,24
swaceo,Imperial,Belgium,118,2478,1434,1602,328,44.2,0.58,0.65,0.13,60.8,1.06,10,9,10
brlexzy,FaZe,Sweden,169,4732,2841,3210,670,48.2,0.6,0.68,0.14,77.6,1.03,15,14,7
Stace0,ENCE,Denmark,216,4752,2630,3475,721,40.5,0.55,0.73,0.15,60.8,0.89,29,23,12
prlex,Outsiders,Denmark,232,5800,3978,4362,1150,47.7,0.69,0.75,0.2,79.1,0.98,18,23,12
clelt7,Eternal Fire,Brazil,74,1850,1114,1384,213,52.6,0.6,0.75,0.12,60.3,0.85,7,7,3
Shvenzy,SAW,Sweden,248,5704,3342,3630,660,48.7,0.59,0.64,0.12,73.4,1.05,20,29,20
Swveni,Astralis,Germany,310,7750,4269,5340,630,37.0,0.55,0.69,0.08,79.1,0.84,42,41,5
Swion5s,Monte,Bosnia,474,11376,8968,5851,1272,53.2,0.79,0.51,0.11,93.5,1.35,77,43,41
nion1,Heroic,Argentina,127,3048,2441,1396,134,53.8,0.8,0.46,0.04,87.4,1.27,24,7,7
Proltix,Apeks,Czech Republic,410,9840,6173,6591,1793,46.3,0.63,0.67,0.18,70.3,1.03,22,25,23
blarna,Eternal Fire,Brazil,233,5825,3599,3876,878,37.0,0.62,0.67,0.15,69.4,1.07,9,19,14
crell0,Lynn Vision,Norway,125,3125,1933,2030,618,37.8,0.62,0.65,0.2,61.9,0.94,9,11,5
Xace,TheMongolz,Belgium,78,2184,1054,1551,129,34.2,0.48,0.71,0.06,73.2,0.76,9,10,2
glusher,Cloud9,China,105,2415,1429,1797,398,43.9,0.59,0.74,0.17,65.2,0.89,8,9,8
Blumeie,Navi,Belgium,344,8256,4788,5575,1094,45.8,0.58,0.68,0.13,66.3,0.84,55,55,22
skvenus,Fnatic,United States,327,7848,5144,5277,873,48.3,0.66,0.67,0.11,66.8,0.86,39,39,16
Flell4k,Lynn Vision,Poland,272,6256,3257,4215,825,43.4,0.52,0.67,0.13,61.0,0.7,17,22,1
snodoa,MIBR,Poland,318,7314,5316,4482,1215,46.0,0.73,0.61,0.17,80.6,1.06,21,26,23
prinko,Spirit,Russia,408,10200,8112,6288,888,60.0,0.8,0.62,0.09,81.8,1.15,45,36,33
xadeie,FaZe,Australia,181,4525,2624,2843,811,48.6,0.58,0.63,0.18,68.7,0.99,15,14,15
Blven4k,G2,Poland,210,4830,3807,2858,566,61.8,0.79,0.59,0.12,81.5,1.23,36,11,30
Bliko0,TheMongolz,Poland,440,10120,6637,6129,1225,43.1,0.66,0.61,0.12,75.5,1.04,40,51,29
Xushz,Heroic,Belgium,274,6850,5042,4273,466,44.5,0.74,0.62,0.07,92.9,1.31,28,25,19
Blent9,Imperial,China,77,1771,925,1274,122,38.4,0.52,0.72,0.07,69.0,0.9,11,11,4
Draze0,NIP,Denmark,293,7911,5433,5724,1033,30.6,0.69,0.72,0.13,60.2,1.02,37,55,5
skarn4k,TheMongolz,Canada,321,7704,4852,5383,1365,37.7,0.63,0.7,0.18,83.9,1.05,29,24,15
frveny,FURIA,Russia,371,9275,5860,6496,1185,47.4,0.63,0.7,0.13,60.0,0.97,43,34,14
Cropsie,Apeks,Australia,132,2904,1654,1949,362,43.0,0.57,0.67,0.12,73.5,0.88,17,16,6
nopsie,GamerLegion,Bosnia,80,1840,1084,1179,305,40.4,0.59,0.64,0.17,70.1,1.0,3,6,5
prell,Outsiders,Kazakhstan,92,2392,1467,1634,406,41.0,0.61,0.68,0.17,72.5,0.94,6,9,4
Zvenoo,FaZe,Poland,137,3973,2389,3051,427,37.4,0.6,0.77,0.11,63.8,0.86,17,16,3
Flikoa,OG,Ukraine,118,3186,1617,2363,368,41.4,0.51,0.74,0.12,66.7,0.93,17,18,0
Stopsix,Outsiders,Finland,350,9800,6646,6753,1397,44.7,0.68,0.69,0.14,72.9,1.04,25,34,19
flant4k,TYLOO,Latvia,181,3801,3210,2106,289,50.5,0.84,0.55,0.08,86.8,1.27,25,14,12
sh1ro,Virtus.pro,Kazakhstan,366,10248,7218,6534,1419,44.3,0.7,0.64,0.14,79.7,1.12,43,32,19
Narker,G2,France,318,7950,5513,4683,585,51.7,0.69,0.59,0.07,80.3,1.29,42,43,28
swodo7,TYLOO,Poland,140,3500,1911,2642,383,43.7,0.55,0.75,0.11,76.1,0.89,12,25,2
Kisk0,Liquid,Canada,110,3080,1876,2017,510,39.8,0.61,0.66,0.17,63.4,0.7,8,9,3
skantz,MIBR,Bosnia,308,7700,3862,4708,578,44.1,0.5,0.61,0.08,65.0,0.85,55,54,9
Blops1,TheMongolz,Norway,93,2325,1640,1445,356,44.2,0.71,0.62,0.15,68.7,0.99,7,10,6
Dink1,Fnatic,Mongolia,109,2943,2261,1613,337,50.8,0.77,0.55,0.11,98.4,1.11,16,12,8
brentix,Eternal Fire,China,102,2856,1588,1952,324,41.5,0.56,0.68,0.11,56.2,0.9,17,12,7
Xrix9,Liquid,United States,396,9504,7113,6057,1988,48.1,0.75,0.64,0.21,83.9,0.88,15,36,28
glvenie,Astralis,Bosnia,362,10498,6538,7508,850,43.9,0.62,0.72,0.08,70.8,0.97,48,39,32
drunoix,NIP,Kazakhstan,307,7061,4571,5255,1060,47.0,0.65,0.74,0.15,63.9,0.89,29,43,12
snlex4k,MIBR,Russia,256,6144,4185,3478,1015,46.4,0.68,0.57,0.17,61.3,1.07,28,20,15
dulfz,Vitality,Ukraine,127,3302,2234,2064,525,46.8,0.68,0.63,0.16,81.0,1.03,8,10,11
drolto,Navi,Australia,404,9292,6316,6103,1842,47.2,0.68,0.66,0.2,65.9,0.9,46,29,30
Zush7,Monte,Czech Republic,94,2256,1466,1407,273,48.0,0.65,0.62,0.12,61.9,1.12,8,6,7
skulf3r,Vitality,Ukraine,239,5736,3420,3550,760,49.7,0.6,0.62,0.13,79.2,1.0,29,16,14
trongi,ENCE,Latvia,346,7612,4589,4455,1030,49.2,0.6,0.59,0.14,69.0,0.99,38,31,20
flikoix,Cloud9,Argentina,114,2622,1664,1939,402,46.4,0.63,0.74,0.15,63.5,1.0,8,6,5
Kazey,FURIA,China,164,4428,3051,3159,745,40.4,0.69,0.71,0.17,63.0,1.02,9,8,3
Xant9,Complexity,Sweden,297,6534,5142,3391,909,49.5,0.79,0.52,0.14,77.3,1.28,37,28,18
swrix0,MOUZ,Sweden,321,7062,4541,4569,953,44.9,0.64,0.65,0.14,75.1,1.12,20,30,16
Dumeus,Outsiders,Canada,291,6984,3158,5248,967,37.8,0.45,0.75,0.14,58.4,0.85,26,17,16
Criona,Astralis,Czech Republic,216,5400,3374,3842,613,50.1,0.62,0.71,0.11,62.9,0.85,36,35,12
swikooo,Spirit,Denmark,397,10322,6426,6425,2279,45.7,0.62,0.62,0.22,66.7,0.88,27,44,25
Prell4k,Monte,Belgium,148,3256,1710,2281,364,43.1,0.53,0.7,0.11,71.4,0.82,26,24,9
Zushzy,Spirit,Finland,289,6647,3800,4623,590,34.9,0.57,0.7,0.09,68.1,0.9,43,40,20
swong1,TheMongolz,Brazil,227,5675,2877,3751,979,37.4,0.51,0.66,0.17,62.9,0.9,37,22,15
crush5s,Cloud9,Netherlands,83,2158,1279,1369,374,41.1,0.59,0.63,0.17,66.8,1.02,6,7,5
grunoa,SAW,Poland,354,7788,4320,5487,1090,41.3,0.55,0.7,0.14,59.4,1.0,37,59,24
deltix,Navi,Bosnia,202,6060,3848,3344,1223,51.3,0.64,0.55,0.2,70.6,1.05,10,18,9
Xisk9,Fnatic,Ukraine,288,6912,5212,3935,819,56.3,0.75,0.57,0.12,90.6,1.33,39,23,14
brink3r,BIG,China,80,1760,1122,1360,225,42.8,0.64,0.77,0.13,66.7,0.95,10,5,3
Brarkx,Liquid,Russia,163,3423,2226,2250,678,43.7,0.65,0.66,0.2,58.9,0.94,13,13,11
zarkus,MIBR,China,108,2808,2019,1651,457,46.9,0.72,0.59,0.16,70.3,0.88,4,10,5
dant1,Heroic,Mongolia,206,5356,3470,3367,690,51.2,0.65,0.63,0.13,69.4,1.12,23,18,16
xantzy,MIBR,Estonia,420,10080,6811,6602,1751,47.2,0.68,0.66,0.17,56.1,1.12,29,52,36
shush9,FaZe,Germany,284,7100,5265,4712,970,46.0,0.74,0.66,0.14,75.6,1.04,16,22,18
flops4k,Virtus.pro,Canada,318,7632,4434,4791,1496,48.6,0.58,0.63,0.2,69.5,0.88,21,16,17
shrixoo,GamerLegion,Norway,337,6740,4257,4550,830,47.3,0.63,0.68,0.12,66.5,0.9,47,40,14
skong7,ENCE,Netherlands,163,3912,2119,2707,613,43.0,0.54,0.69,0.16,61.5,0.89,19,22,10
Crant3r,Cloud9,Finland,372,10044,6072,6665,1052,42.9,0.6,0.66,0.1,60.3,0.93,64,37,13
numeer,ENCE,United States,234,5850,3725,3848,981,46.6,0.64,0.66,0.17,77.5,0.9,18,15,15
glionix,TheMongolz,France,227,5675,2755,4147,700,40.2,0.49,0.73,0.12,65.2,0.86,29,33,9
Blong5s,Lynn Vision,Kazakhstan,351,9126,5768,6333,1433,50.2,0.63,0.69,0.16,86.4,1.01,17,33,28
Blentzy,Spirit,Ukraine,212,5300,3059,3388,773,50.2,0.58,0.64,0.15,71.0,0.99,8,18,9
grrixix,Cloud9,Bosnia,324,8100,5447,5199,1292,45.7,0.67,0.64,0.16,71.3,0.96,39,20,25
Stink9,Lynn Vision,Australia,95,2090,1333,1236,259,42.1,0.64,0.59,0.12,73.4,0.96,6,11,5
Clongix,Imperial,Poland,495,12375,10889,8654,700,46.2,0.88,0.7,0.06,79.2,1.17,70,39,53
Zaze3r,Monte,Finland,290,7250,5460,4612,602,63.6,0.75,0.64,0.08,80.4,1.27,42,21,20
Skace0,paiN,Brazil,175,4200,2162,2951,498,42.8,0.51,0.7,0.12,70.5,0.96,16,11,6
shelti,SAW,Estonia,381,9525,6049,6664,1521,56.1,0.64,0.7,0.16,76.6,0.96,33,30,13
Snushzy,OG,China,449,11225,10199,6506,808,64.8,0.91,0.58,0.07,103.1,1.37,39,49,55
Swunous,Monte,Turkey,386,10036,8159,5992,1035,53.5,0.81,0.6,0.1,87.2,1.27,65,33,41
Flunoa,GamerLegion,Kazakhstan,295,7375,5184,4817,1443,43.3,0.7,0.65,0.2,66.5,1.04,27,33,13
sninkix,MOUZ,China,387,10836,5244,7370,1208,36.0,0.48,0.68,0.11,65.2,0.8,38,44,16
Zikox,paiN,France,333,8325,4567,5771,1194,41.0,0.55,0.69,0.14,62.4,0.98,30,47,4
dlex9,FaZe,Brazil,297,7128,4223,4810,607,53.2,0.59,0.67,0.09,61.9,0.95,30,34,14
Nodoy,MOUZ,Netherlands,272,6256,3511,4115,1325,49.2,0.56,0.66,0.21,75.7,1.02,23,24,15
skikoer,SAW,Mongolia,397,9528,8048,5569,1251,49.3,0.84,0.58,0.13,89.7,1.26,49,24,39
Blentie,Liquid,Denmark,254,7112,3383,4785,909,47.8,0.48,0.67,0.13,66.4,0.93,28,39,10
shrixi,FaZe,France,316,7268,4326,4200,1448,48.8,0.6,0.58,0.2,74.8,0.91,23,22,21
clong9,TYLOO,France,98,2548,1453,1761,251,41.5,0.57,0.69,0.1,71.1,0.92,15,12,4
Swellus,Complexity,Australia,182,3822,2547,2803,268,47.8,0.67,0.73,0.07,65.0,0.97,17,29,3
brlexie,BIG,Australia,125,3250,2543,1848,330,55.7,0.78,0.57,0.1,81.6,1.1,10,6,7
Shops0,MOUZ,Norway,443,11075,8749,5942,736,54.7,0.79,0.54,0.07,79.0,1.22,45,32,41
Snost3r,Apeks,Australia,275,6600,4170,4004,882,40.1,0.63,0.61,0.13,58.5,0.77,21,33,8
skarki,Astralis,France,281,6182,3990,3377,605,48.5,0.65,0.55,0.1,76.8,1.1,15,23,18
headtr1ck,Imperial,Latvia,65,1560,1020,941,252,42.0,0.65,0.6,0.16,62.5,0.88,8,5,2
Tronger,OG,Argentina,69,1932,1200,1299,231,40.3,0.62,0.67,0.12,65.8,0.89,7,7,1
clarn7,Cloud9,Kazakhstan,443,10189,7506,6326,2267,42.1,0.74,0.62,0.22,68.3,0.91,26,40,31
trarni,OG,Czech Republic,179,4296,2226,2957,674,44.1,0.52,0.69,0.16,52.3,0.9,12,22,6
Grunoi,Fnatic,Ukraine,326,8476,5602,5330,1548,46.3,0.66,0.63,0.18,65.4,1.03,32,44,21
Clrix3r,SAW,Argentina,352,9152,7705,5739,704,54.7,0.84,0.63,0.08,92.7,1.23,41,29,39
Swlex0,Complexity,Germany,172,3956,2416,2679,764,39.4,0.61,0.68,0.19,80.7,1.0,11,15,10
Kvenoo,Complexity,Czech Republic,331,7282,4253,4421,1439,44.0,0.58,0.61,0.2,76.0,1.0,34,21,21
stiski,Lynn Vision,Canada,387,8514,5589,6019,1200,43.7,0.66,0.71,0.14,65.1,0.88,38,21,30
Zelter,MIBR,Germany,121,2783,1899,1855,533,51.6,0.68,0.67,0.19,71.6,1.07,6,10,7
frarki,MIBR,France,115,2875,1628,2114,459,36.0,0.57,0.74,0.16,72.0,0.7,10,19,3
Zven1,Apeks,Finland,375,9750,5288,6690,1336,33.8,0.54,0.69,0.14,65.1,0.8,37,68,1
bllexer,Virtus.pro,Kazakhstan,340,8160,5466,5131,1103,44.3,0.67,0.63,0.14,60.8,0.95,32,37,34
s1mple,FURIA,Belgium,172,4128,2637,2647,610,50.8,0.64,0.64,0.15,70.8,0.95,15,17,8
Stulfus,Virtus.pro,France,209,5852,3839,3569,941,46.7,0.66,0.61,0.16,71.0,0.91,11,22,10
Stodo0,G2,Belgium,149,3129,2011,1765,395,44.1,0.64,0.56,0.13,74.9,0.94,14,8,8
Clopsoo,Fnatic,Estonia,325,8450,4500,5591,1099,35.8,0.53,0.66,0.13,52.3,0.86,53,41,17
starnix,Cloud9,Russia,300,7800,4575,4933,939,43.8,0.59,0.63,0.12,78.9,0.96,26,23,23
zumeer,Outsiders,Ukraine,302,8154,7413,4757,624,54.7,0.91,0.58,0.08,93.8,1.25,44,27,42
Crent0,GamerLegion,Ukraine,209,5643,3456,3628,1147,42.4,0.61,0.64,0.2,72.9,0.89,16,17,11
glopsa,SAW,Poland,168,4536,2454,3155,605,28.0,0.54,0.7,0.13,64.3,0.96,16,12,8
Glade5s,GamerLegion,Poland,107,2996,2051,1950,500,45.2,0.68,0.65,0.17,72.6,0.88,7,12,3
Glost4k,Astralis,Canada,243,5103,3846,3388,838,46.5,0.75,0.66,0.16,74.6,1.01,16,21,13
Nellx,Imperial,China,154,4004,1902,3001,525,47.5,0.48,0.75,0.13,67.0,0.83,23,19,0
frrixzy,Astralis,Finland,432,10368,8247,5593,1119,55.8,0.8,0.54,0.11,90.5,1.21,70,43,43
kisky,Outsiders,Mongolia,442,9282,5729,6329,1514,44.1,0.62,0.68,0.16,76.1,0.97,44,45,19
FalleN,NIP,Turkey,92,2392,1440,1786,217,45.6,0.6,0.75,0.09,57.2,1.0,5,9,6
shodoi,Eternal Fire,Canada,287,7749,3929,5674,951,34.9,0.51,0.73,0.12,72.8,0.91,40,37,11
Drion1,BIG,Czech Republic,183,4392,2536,2783,787,45.3,0.58,0.63,0.18,81.7,0.98,15,15,10
traze4k,OG,Czech Republic,278,6116,3316,3996,1117,49.9,0.54,0.65,0.18,73.3,0.94,28,31,16
flent7,Liquid,Ukraine,262,7074,3993,4638,774,39.5,0.56,0.66,0.11,64.2,0.93,21,45,19
pracezy,Vitality,Bosnia,211,5486,2919,3955,547,39.0,0.53,0.72,0.1,65.3,0.78,22,18,10
Prelt7,Outsiders,Germany,490,10780,8597,6603,1077,53.8,0.8,0.61,0.1,91.1,1.29,84,55,51
clionus,Complexity,Latvia,117,3276,2579,1944,229,54.6,0.79,0.59,0.07,91.3,1.39,13,8,13
Blinkz,GamerLegion,Argentina,276,6900,6152,3484,774,56.8,0.89,0.5,0.11,100.7,1.27,53,18,36
Swark9,Navi,Ukraine,256,6912,3572,4803,1256,36.8,0.52,0.69,0.18,71.0,0.97,22,16,16
frelti,Outsiders,Bosnia,254,6096,3606,3842,615,43.8,0.59,0.63,0.1,70.4,0.98,25,19,16
crikoer,Vitality,Latvia,181,3982,2482,2748,669,46.6,0.62,0.69,0.17,67.1,0.85,19,22,6
Blelloo,GamerLegion,France,249,6225,4123,4151,1128,37.5,0.66,0.67,0.18,80.8,1.02,22,26,4
Brent9,Lynn Vision,China,198,4752,2941,3104,465,47.0,0.62,0.65,0.1,67.4,0.93,36,26,7
kellzy,Imperial,Canada,378,8694,3970,5899,1457,41.1,0.46,0.68,0.17,58.9,0.82,50,63,12
xiona,GamerLegion,Turkey,191,4202,2880,2784,877,40.4,0.69,0.66,0.21,80.7,0.97,16,19,8
flvena,Outsiders,Canada,111,2997,1880,2091,501,43.8,0.63,0.7,0.17,80.6,1.01,8,9,9
Blent7,GamerLegion,Argentina,413,10325,8535,5664,715,47.8,0.83,0.55,0.07,72.7,1.34,48,30,16
crion5s,Vitality,Norway,446,11150,7170,6679,1451,40.8,0.64,0.6,0.13,65.6,0.97,36,43,21
skopsi,Liquid,Mongolia,325,8125,4122,6081,1129,46.3,0.51,0.75,0.14,64.2,0.85,31,35,6
Drazez,Apeks,Bosnia,141,4089,3427,2292,759,56.5,0.84,0.56,0.19,82.2,1.25,23,13,11
Crergx,OG,Netherlands,423,9729,7350,5627,1655,60.2,0.76,0.58,0.17,91.8,1.29,58,39,32
swunoz,Lynn Vision,China,267,6675,3578,4392,1100,41.0,0.54,0.66,0.16,56.5,0.86,31,49,5
gryre4k,MOUZ,Ukraine,199,5174,3329,3466,872,44.8,0.64,0.67,0.17,69.5,0.99,16,18,3
Crerger,Monte,Poland,322,8372,4918,4919,1007,44.8,0.59,0.59,0.12,79.0,0.96,23,30,16
Blark,Imperial,Brazil,338,7774,4988,5050,925,49.8,0.64,0.65,0.12,61.6,0.93,48,30,4
prrixix,TheMongolz,Netherlands,445,11125,7037,7113,1555,45.7,0.63,0.64,0.14,63.6,1.01,32,29,13
Skazeoo,Virtus.pro,Czech Republic,236,6136,3694,4079,1098,48.2,0.6,0.66,0.18,78.9,0.99,12,20,12
Glrixa,GamerLegion,Latvia,210,5250,3165,3825,707,36.2,0.6,0.73,0.13,65.4,0.86,15,30,11
shantoo,GamerLegion,Argentina,322,7728,5285,4885,1347,40.0,0.68,0.63,0.17,78.7,1.04,25,20,12
skrixz,GamerLegion,Brazil,226,5650,2784,4285,520,48.7,0.49,0.76,0.09,50.0,0.79,36,32,6
crveno,Astralis,Denmark,95,1900,957,1294,177,42.8,0.5,0.68,0.09,69.0,0.95,13,8,8
